Census_Tract_Name,County_Name,State_FIPS,County_FIPS,Census_Tract_FIPS,FIPS_Code,Total_Computer,Total_Computer_Percent,Total_Broadband_Internet,Total_Broadband_Internet_Percent
Census Tract 9701, Macon ,37,113,970100,37113970100,1076,92.0,995,85.1
Census Tract 9702, Macon ,37,113,970200,37113970200,1383,81.0,1192,69.8
Census Tract 9703.02, Macon ,37,113,970302,37113970302,1766,92.6,1599,83.8
Census Tract 9703.03, Macon ,37,113,970303,37113970303,592,82.9,550,77.0
Census Tract 9703.04, Macon ,37,113,970304,37113970304,1065,77.0,851,61.5
Census Tract 9704, Macon ,37,113,970400,37113970400,1541,85.9,1390,77.5
Census Tract 9705.01, Macon ,37,113,970501,37113970501,765,88.0,688,79.2
Census Tract 9705.02, Macon ,37,113,970502,37113970502,783,74.4,687,65.3
Census Tract 9706, Macon ,37,113,970600,37113970600,2222,86.2,1954,75.8
Census Tract 9707, Macon ,37,113,970700,37113970700,2426,84.0,2189,75.8
Census Tract 101, Madison ,37,115,010100,37115010100,771,73.4,613,58.3
Census Tract 102, Madison ,37,115,010200,37115010200,705,75.2,574,61.3
Census Tract 104, Madison ,37,115,010400,37115010400,532,78.7,423,62.6
Census Tract 105, Madison ,37,115,010500,37115010500,1236,82.1,1212,80.5
Census Tract 106.01, Madison ,37,115,010601,37115010601,903,79.1,854,74.8
Census Tract 106.02, Madison ,37,115,010602,37115010602,1512,88.5,1348,78.9
Census Tract 107, Madison ,37,115,010700,37115010700,1189,87.9,1036,76.6
Census Tract 9701, Martin ,37,117,970100,37117970100,1712,85.9,1441,72.3
Census Tract 9702, Martin ,37,117,970200,37117970200,1420,84.7,1104,65.8
Census Tract 9703, Martin ,37,117,970300,37117970300,1228,79.1,1182,76.1
Census Tract 9704, Martin ,37,117,970400,37117970400,783,75.2,675,64.8
Census Tract 9705, Martin ,37,117,970500,37117970500,1702,92.7,1301,70.8
Census Tract 9706, Martin ,37,117,970600,37117970600,1328,87.3,1231,80.9
Census Tract 1.01, Mecklenburg ,37,119,000101,37119000101,652,100.0,652,100.0
Census Tract 1.02, Mecklenburg ,37,119,000102,37119000102,1634,100.0,1459,89.3
Census Tract 1.03, Mecklenburg ,37,119,000103,37119000103,958,100.0,940,98.1
Census Tract 1.04, Mecklenburg ,37,119,000104,37119000104,771,100.0,679,88.1
Census Tract 3.01, Mecklenburg ,37,119,000301,37119000301,424,100.0,424,100.0
Census Tract 3.02, Mecklenburg ,37,119,000302,37119000302,382,76.2,408,81.4
Census Tract 4.01, Mecklenburg ,37,119,000401,37119000401,1031,98.2,972,92.6
Census Tract 4.02, Mecklenburg ,37,119,000402,37119000402,1269,100.0,1262,99.4
Census Tract 5.01, Mecklenburg ,37,119,000501,37119000501,757,100.0,741,97.9
Census Tract 5.02, Mecklenburg ,37,119,000502,37119000502,684,96.2,683,96.1
Census Tract 5.03, Mecklenburg ,37,119,000503,37119000503,1010,87.0,877,75.5
Census Tract 6, Mecklenburg ,37,119,000600,37119000600,1473,95.6,1343,87.2
Census Tract 7, Mecklenburg ,37,119,000700,37119000700,617,94.2,569,86.9
Census Tract 8, Mecklenburg ,37,119,000800,37119000800,1126,97.0,1029,88.6
Census Tract 9, Mecklenburg ,37,119,000900,37119000900,596,80.0,599,80.4
Census Tract 10, Mecklenburg ,37,119,001000,37119001000,1491,98.1,1485,97.7
Census Tract 11, Mecklenburg ,37,119,001100,37119001100,1533,98.9,1487,95.9
Census Tract 9602.03, Robeson ,37,155,960203,37155960203,980,84.7,938,81.1
Census Tract 9602.04, Robeson ,37,155,960204,37155960204,602,81.5,538,72.8
Census Tract 9603.01, Robeson ,37,155,960301,37155960301,1070,77.2,952,68.7
Census Tract 9603.02, Robeson ,37,155,960302,37155960302,751,84.9,709,80.1
Census Tract 9604.02, Robeson ,37,155,960402,37155960402,1127,78.9,758,53.1
Census Tract 9604.03, Robeson ,37,155,960403,37155960403,747,77.3,643,66.6
Census Tract 9604.04, Robeson ,37,155,960404,37155960404,1163,85.4,754,55.4
Census Tract 9605.01, Robeson ,37,155,960501,37155960501,946,82.0,619,53.6
Census Tract 9605.02, Robeson ,37,155,960502,37155960502,972,84.6,699,60.8
Census Tract 9605.03, Robeson ,37,155,960503,37155960503,590,86.9,490,72.2
Census Tract 9606.01, Robeson ,37,155,960601,37155960601,1324,87.6,1008,66.7
Census Tract 9606.02, Robeson ,37,155,960602,37155960602,490,81.5,281,46.8
Census Tract 9607.01, Robeson ,37,155,960701,37155960701,1634,85.9,1300,68.3
Census Tract 9607.02, Robeson ,37,155,960702,37155960702,993,87.7,801,70.8
Census Tract 9608.01, Robeson ,37,155,960801,37155960801,685,82.5,453,54.6
Census Tract 9608.02, Robeson ,37,155,960802,37155960802,382,81.6,278,59.4
Census Tract 9609, Robeson ,37,155,960900,37155960900,706,88.5,609,76.3
Census Tract 9610, Robeson ,37,155,961000,37155961000,661,83.5,537,67.8
Census Tract 9611, Robeson ,37,155,961100,37155961100,600,84.6,419,59.1
Census Tract 9612, Robeson ,37,155,961200,37155961200,1046,78.5,867,65.0
Census Tract 9613.01, Robeson ,37,155,961301,37155961301,1495,90.6,1337,81.0
Census Tract 9613.02, Robeson ,37,155,961302,37155961302,1842,91.6,1549,77.0
Census Tract 9614, Robeson ,37,155,961400,37155961400,1276,88.5,963,66.8
Census Tract 9615, Robeson ,37,155,961500,37155961500,1757,89.4,1379,70.1
Census Tract 9616.01, Robeson ,37,155,961601,37155961601,1336,84.3,869,54.9
Census Tract 9616.02, Robeson ,37,155,961602,37155961602,1135,83.0,691,50.5
Census Tract 9617, Robeson ,37,155,961700,37155961700,1710,86.3,1098,55.4
Census Tract 9618.01, Robeson ,37,155,961801,37155961801,1173,77.0,832,54.6
Census Tract 9618.02, Robeson ,37,155,961802,37155961802,1828,84.5,1149,53.1
Census Tract 9619, Robeson ,37,155,961900,37155961900,1481,74.9,857,43.3
Census Tract 9620.01, Robeson ,37,155,962001,37155962001,962,71.7,660,49.2
Census Tract 9620.02, Robeson ,37,155,962002,37155962002,864,74.2,543,46.6
Census Tract 401.01, Rockingham ,37,157,040101,37157040101,1281,75.0,1321,77.4
Census Tract 401.02, Rockingham ,37,157,040102,37157040102,885,89.0,759,76.4
Census Tract 402, Rockingham ,37,157,040200,37157040200,1347,80.0,1192,70.8
Census Tract 403, Rockingham ,37,157,040300,37157040300,1473,74.3,1251,63.1
Census Tract 404, Rockingham ,37,157,040400,37157040400,2023,83.6,1746,72.1
Census Tract 405.01, Rockingham ,37,157,040501,37157040501,1210,81.2,1041,69.9
Census Tract 405.02, Rockingham ,37,157,040502,37157040502,1081,88.5,1003,82.1
Census Tract 406.01, Rockingham ,37,157,040601,37157040601,1390,85.4,1236,75.9
Census Tract 406.02, Rockingham ,37,157,040602,37157040602,1555,88.0,1441,81.5
Census Tract 407, Rockingham ,37,157,040700,37157040700,1410,74.7,1364,72.2
Census Tract 408, Rockingham ,37,157,040800,37157040800,729,93.3,643,82.3
Census Tract 22, Durham ,37,063,002200,37063002200,1290,97.5,1157,87.5
Census Tract 23, Durham ,37,063,002300,37063002300,543,85.5,490,77.2
Census Tract 9801, Durham ,37,063,980100,37063980100,0,-666666666.0,0,-666666666.0
Census Tract 202, Edgecombe ,37,065,020200,37065020200,1531,81.0,1203,63.7
Census Tract 203, Edgecombe ,37,065,020300,37065020300,1661,81.1,1214,59.3
Census Tract 204, Edgecombe ,37,065,020400,37065020400,1345,76.7,1173,66.9
Census Tract 206, Edgecombe ,37,065,020600,37065020600,596,72.3,510,61.9
Census Tract 207, Edgecombe ,37,065,020700,37065020700,573,79.0,430,59.3
Census Tract 208, Edgecombe ,37,065,020800,37065020800,1081,76.7,835,59.2
Census Tract 209, Edgecombe ,37,065,020900,37065020900,645,69.1,479,51.3
Census Tract 210, Edgecombe ,37,065,021000,37065021000,1190,84.6,1003,71.3
Census Tract 211, Edgecombe ,37,065,021100,37065021100,1317,81.4,1117,69.1
Census Tract 212, Edgecombe ,37,065,021200,37065021200,1714,76.0,1508,66.8
Census Tract 213, Edgecombe ,37,065,021300,37065021300,1609,85.0,1430,75.5
Census Tract 214, Edgecombe ,37,065,021400,37065021400,1161,85.8,1042,77.0
Census Tract 215, Edgecombe ,37,065,021500,37065021500,1178,79.0,1052,70.5
Census Tract 216, Edgecombe ,37,065,021600,37065021600,944,78.6,848,70.6
Census Tract 1, Forsyth ,37,067,000100,37067000100,1469,98.3,1418,94.9
Census Tract 2, Forsyth ,37,067,000200,37067000200,452,84.0,362,67.3
Census Tract 3.01, Forsyth ,37,067,000301,37067000301,570,68.2,475,56.8
Census Tract 3.02, Forsyth ,37,067,000302,37067000302,576,82.4,395,56.5
Census Tract 4, Forsyth ,37,067,000400,37067000400,1162,85.4,865,63.6
Census Tract 5, Forsyth ,37,067,000500,37067000500,703,74.5,497,52.7
Census Tract 6, Forsyth ,37,067,000600,37067000600,565,64.6,393,44.9
Census Tract 7, Forsyth ,37,067,000700,37067000700,824,83.3,465,47.0
Census Tract 8.01, Forsyth ,37,067,000801,37067000801,197,84.2,147,62.8
Census Tract 8.02, Forsyth ,37,067,000802,37067000802,473,80.9,379,64.8
Census Tract 9, Forsyth ,37,067,000900,37067000900,1406,95.1,1097,74.2
Census Tract 10, Forsyth ,37,067,001000,37067001000,1718,89.9,1576,82.5
Census Tract 11, Forsyth ,37,067,001100,37067001100,1326,94.5,1176,83.8
Census Tract 12, Forsyth ,37,067,001200,37067001200,798,97.9,780,95.7
Census Tract 13, Forsyth ,37,067,001300,37067001300,649,89.9,572,79.2
Census Tract 14, Forsyth ,37,067,001400,37067001400,1129,93.3,953,78.8
Census Tract 15, Forsyth ,37,067,001500,37067001500,1305,92.2,962,67.9
Census Tract 16.01, Forsyth ,37,067,001601,37067001601,1119,86.2,972,74.9
Census Tract 16.02, Forsyth ,37,067,001602,37067001602,1073,83.6,687,53.5
Census Tract 21, Durham ,37,063,002100,37063002100,2496,89.7,2331,83.7
Census Tract 17, Forsyth ,37,067,001700,37067001700,2092,94.8,1711,77.5
Census Tract 18, Forsyth ,37,067,001800,37067001800,1415,90.9,1046,67.2
Census Tract 19.01, Forsyth ,37,067,001901,37067001901,498,83.3,319,53.3
Census Tract 19.02, Forsyth ,37,067,001902,37067001902,819,95.7,757,88.4
Census Tract 20.01, Forsyth ,37,067,002001,37067002001,816,91.4,694,77.7
Census Tract 20.02, Forsyth ,37,067,002002,37067002002,1533,95.9,1408,88.1
Census Tract 21, Forsyth ,37,067,002100,37067002100,944,95.1,871,87.7
Census Tract 12, Mecklenburg ,37,119,001200,37119001200,1870,94.2,1781,89.7
Census Tract 13, Mecklenburg ,37,119,001300,37119001300,1497,86.2,1468,84.5
Census Tract 14, Mecklenburg ,37,119,001400,37119001400,1524,94.5,1412,87.6
Census Tract 15.04, Mecklenburg ,37,119,001504,37119001504,2325,87.4,2113,79.5
Census Tract 15.05, Mecklenburg ,37,119,001505,37119001505,1295,93.9,1195,86.7
Census Tract 15.07, Mecklenburg ,37,119,001507,37119001507,1229,89.2,935,67.9
Census Tract 15.08, Mecklenburg ,37,119,001508,37119001508,2157,91.4,2072,87.8
Census Tract 15.09, Mecklenburg ,37,119,001509,37119001509,973,85.0,878,76.7
Census Tract 15.10, Mecklenburg ,37,119,001510,37119001510,1085,91.3,1009,84.9
Census Tract 16.03, Mecklenburg ,37,119,001603,37119001603,1592,88.9,1515,84.6
Census Tract 16.05, Mecklenburg ,37,119,001605,37119001605,665,87.0,642,84.0
Census Tract 16.06, Mecklenburg ,37,119,001606,37119001606,1306,87.7,1280,86.0
Census Tract 16.07, Mecklenburg ,37,119,001607,37119001607,887,77.4,865,75.5
Census Tract 16.08, Mecklenburg ,37,119,001608,37119001608,1453,90.0,1210,74.9
Census Tract 16.09, Mecklenburg ,37,119,001609,37119001609,1106,89.8,963,78.2
Census Tract 17.01, Mecklenburg ,37,119,001701,37119001701,1675,93.3,1562,87.0
Census Tract 17.02, Mecklenburg ,37,119,001702,37119001702,2186,93.3,2074,88.5
Census Tract 18.01, Mecklenburg ,37,119,001801,37119001801,645,90.6,601,84.4
Census Tract 18.02, Mecklenburg ,37,119,001802,37119001802,1609,94.9,1548,91.3
Census Tract 19.10, Mecklenburg ,37,119,001910,37119001910,1674,89.7,1534,82.2
Census Tract 19.11, Mecklenburg ,37,119,001911,37119001911,2061,95.6,2002,92.9
Census Tract 19.14, Mecklenburg ,37,119,001914,37119001914,1201,87.4,1105,80.4
Census Tract 19.16, Mecklenburg ,37,119,001916,37119001916,1448,97.6,1453,98.0
Census Tract 19.17, Mecklenburg ,37,119,001917,37119001917,1224,94.8,1131,87.6
Census Tract 19.18, Mecklenburg ,37,119,001918,37119001918,1487,88.9,1392,83.3
Census Tract 19.19, Mecklenburg ,37,119,001919,37119001919,1478,94.0,1401,89.1
Census Tract 19.20, Mecklenburg ,37,119,001920,37119001920,1545,93.2,1519,91.7
Census Tract 19.21, Mecklenburg ,37,119,001921,37119001921,801,95.5,775,92.4
Census Tract 19.22, Mecklenburg ,37,119,001922,37119001922,1669,95.3,1638,93.5
Census Tract 19.23, Mecklenburg ,37,119,001923,37119001923,1614,98.4,1578,96.2
Census Tract 19.24, Mecklenburg ,37,119,001924,37119001924,654,70.8,607,65.7
Census Tract 19.25, Mecklenburg ,37,119,001925,37119001925,1625,95.9,1528,90.2
Census Tract 19.26, Mecklenburg ,37,119,001926,37119001926,1613,92.1,1527,87.2
Census Tract 19.27, Mecklenburg ,37,119,001927,37119001927,1202,100.0,1088,90.5
Census Tract 20.04, Mecklenburg ,37,119,002004,37119002004,1950,97.1,1914,95.3
Census Tract 20.05, Mecklenburg ,37,119,002005,37119002005,1297,98.9,1272,97.0
Census Tract 20.06, Mecklenburg ,37,119,002006,37119002006,1486,100.0,1471,99.0
Census Tract 20.07, Mecklenburg ,37,119,002007,37119002007,817,73.1,881,78.9
Census Tract 20.08, Mecklenburg ,37,119,002008,37119002008,1314,99.2,1292,97.5
Census Tract 21, Mecklenburg ,37,119,002100,37119002100,1264,95.0,1166,87.6
Census Tract 22.01, Mecklenburg ,37,119,002201,37119002201,1040,98.5,1040,98.5
Census Tract 22.02, Mecklenburg ,37,119,002202,37119002202,1229,96.1,1130,88.4
Census Tract 23, Mecklenburg ,37,119,002300,37119002300,916,73.3,788,63.1
Census Tract 410.01, Rockingham ,37,157,041001,37157041001,2195,91.1,2028,84.1
Census Tract 410.02, Rockingham ,37,157,041002,37157041002,1992,86.1,1575,68.1
Census Tract 411, Rockingham ,37,157,041100,37157041100,2237,87.0,2075,80.7
Census Tract 412, Rockingham ,37,157,041200,37157041200,1469,69.6,1235,58.5
Census Tract 413, Rockingham ,37,157,041300,37157041300,1886,72.9,1581,61.1
Census Tract 414, Rockingham ,37,157,041400,37157041400,992,75.0,776,58.7
Census Tract 415.01, Rockingham ,37,157,041501,37157041501,566,90.0,423,67.2
Census Tract 415.02, Rockingham ,37,157,041502,37157041502,2097,75.6,1857,67.0
Census Tract 416.01, Rockingham ,37,157,041601,37157041601,1233,89.9,1163,84.8
Census Tract 416.02, Rockingham ,37,157,041602,37157041602,1494,84.8,1388,78.8
Census Tract 502.01, Rowan ,37,159,050201,37159050201,1395,86.0,1320,81.4
Census Tract 502.02, Rowan ,37,159,050202,37159050202,1574,85.6,1489,81.0
Census Tract 503, Rowan ,37,159,050300,37159050300,1573,84.1,1449,77.5
Census Tract 504, Rowan ,37,159,050400,37159050400,752,89.2,662,78.5
Census Tract 505, Rowan ,37,159,050500,37159050500,929,91.9,843,83.4
Census Tract 507, Rowan ,37,159,050700,37159050700,1278,92.7,1226,88.9
Census Tract 508, Rowan ,37,159,050800,37159050800,880,85.7,688,67.0
Census Tract 509.01, Rowan ,37,159,050901,37159050901,1554,81.0,1477,77.0
Census Tract 509.03, Rowan ,37,159,050903,37159050903,2212,93.4,2175,91.8
Census Tract 509.04, Rowan ,37,159,050904,37159050904,970,72.7,907,67.9
Census Tract 510.01, Rowan ,37,159,051001,37159051001,2480,85.7,2360,81.5
Census Tract 510.02, Rowan ,37,159,051002,37159051002,2253,95.2,2158,91.2
Census Tract 511.01, Rowan ,37,159,051101,37159051101,2648,87.6,2522,83.5
Census Tract 511.02, Rowan ,37,159,051102,37159051102,931,84.2,882,79.7
Census Tract 512.01, Rowan ,37,159,051201,37159051201,1612,87.4,1639,88.9
Census Tract 512.02, Rowan ,37,159,051202,37159051202,1198,94.9,1045,82.7
Census Tract 512.04, Rowan ,37,159,051204,37159051204,1383,91.9,1255,83.4
Census Tract 513.01, Rowan ,37,159,051301,37159051301,693,87.7,642,81.3
Census Tract 513.02, Rowan ,37,159,051302,37159051302,1698,90.1,1635,86.8
Census Tract 513.03, Rowan ,37,159,051303,37159051303,2263,90.9,2145,86.2
Census Tract 514, Rowan ,37,159,051400,37159051400,2617,89.9,2512,86.3
Census Tract 515.01, Rowan ,37,159,051501,37159051501,1398,90.0,1335,85.9
Census Tract 515.02, Rowan ,37,159,051502,37159051502,1284,92.9,1170,84.7
Census Tract 516, Rowan ,37,159,051600,37159051600,2026,87.0,2009,86.3
Census Tract 517, Rowan ,37,159,051700,37159051700,2852,86.1,2755,83.1
Census Tract 518.01, Rowan ,37,159,051801,37159051801,1493,90.0,1455,87.7
Census Tract 409, Rockingham ,37,157,040900,37157040900,892,79.7,713,63.7
Census Tract 518.02, Rowan ,37,159,051802,37159051802,1443,93.3,1375,88.9
Census Tract 519.01, Rowan ,37,159,051901,37159051901,1519,87.4,1363,78.4
Census Tract 519.03, Rowan ,37,159,051903,37159051903,1107,87.8,958,76.0
Census Tract 519.04, Rowan ,37,159,051904,37159051904,1140,95.3,955,79.8
Census Tract 520, Rowan ,37,159,052000,37159052000,763,87.8,730,84.0
Census Tract 9601.01, Rutherford ,37,161,960101,37161960101,498,88.8,376,67.0
Census Tract 9601.02, Rutherford ,37,161,960102,37161960102,796,66.6,595,49.8
Census Tract 22, Forsyth ,37,067,002200,37067002200,1770,97.0,1634,89.6
Census Tract 25.01, Forsyth ,37,067,002501,37067002501,1048,100.0,1025,97.8
Census Tract 25.02, Forsyth ,37,067,002502,37067002502,1231,97.1,1198,94.5
Census Tract 26.01, Forsyth ,37,067,002601,37067002601,1564,97.2,1543,95.9
Census Tract 26.04, Forsyth ,37,067,002604,37067002604,1876,97.2,1823,94.4
Census Tract 26.05, Forsyth ,37,067,002605,37067002605,1033,98.6,978,93.3
Census Tract 26.06, Forsyth ,37,067,002606,37067002606,1741,98.4,1588,89.7
Census Tract 27.01, Forsyth ,37,067,002701,37067002701,2129,86.4,2111,85.6
Census Tract 27.02, Forsyth ,37,067,002702,37067002702,2292,92.9,2031,82.3
Census Tract 27.04, Forsyth ,37,067,002704,37067002704,1067,86.0,781,62.9
Census Tract 27.05, Forsyth ,37,067,002705,37067002705,1347,89.0,1277,84.3
Census Tract 28.01, Forsyth ,37,067,002801,37067002801,1715,92.8,1616,87.4
Census Tract 28.04, Forsyth ,37,067,002804,37067002804,1377,94.4,1338,91.7
Census Tract 28.06, Forsyth ,37,067,002806,37067002806,1071,82.8,891,68.9
Census Tract 28.07, Forsyth ,37,067,002807,37067002807,2115,88.2,1951,81.3
Census Tract 28.08, Forsyth ,37,067,002808,37067002808,1509,92.9,1431,88.1
Census Tract 28.09, Forsyth ,37,067,002809,37067002809,1091,93.6,977,83.9
Census Tract 29.01, Forsyth ,37,067,002901,37067002901,1626,91.0,1428,80.0
Census Tract 29.03, Forsyth ,37,067,002903,37067002903,1074,82.0,867,66.2
Census Tract 29.04, Forsyth ,37,067,002904,37067002904,796,86.2,681,73.8
Census Tract 30.02, Forsyth ,37,067,003002,37067003002,1407,88.3,1240,77.8
Census Tract 30.03, Forsyth ,37,067,003003,37067003003,1171,96.1,1119,91.9
Census Tract 30.04, Forsyth ,37,067,003004,37067003004,1355,93.4,1222,84.2
Census Tract 31.03, Forsyth ,37,067,003103,37067003103,2109,93.0,1972,86.9
Census Tract 31.05, Forsyth ,37,067,003105,37067003105,1056,85.3,978,79.0
Census Tract 31.06, Forsyth ,37,067,003106,37067003106,1221,93.3,1197,91.5
Census Tract 31.07, Forsyth ,37,067,003107,37067003107,1617,94.5,1614,94.3
Census Tract 31.08, Forsyth ,37,067,003108,37067003108,1302,89.2,1148,78.6
Census Tract 32.01, Forsyth ,37,067,003201,37067003201,1761,92.0,1701,88.9
Census Tract 32.02, Forsyth ,37,067,003202,37067003202,1741,92.1,1587,84.0
Census Tract 33.07, Forsyth ,37,067,003307,37067003307,1338,90.4,1279,86.4
Census Tract 33.08, Forsyth ,37,067,003308,37067003308,3002,98.0,2906,94.9
Census Tract 33.09, Forsyth ,37,067,003309,37067003309,1793,89.1,1417,70.4
Census Tract 33.10, Forsyth ,37,067,003310,37067003310,1555,94.4,1484,90.0
Census Tract 33.11, Forsyth ,37,067,003311,37067003311,699,97.8,679,95.0
Census Tract 33.12, Forsyth ,37,067,003312,37067003312,1551,96.9,1421,88.8
Census Tract 33.13, Forsyth ,37,067,003313,37067003313,495,95.6,464,89.6
Census Tract 33.14, Forsyth ,37,067,003314,37067003314,1480,96.3,1320,85.9
Census Tract 33.15, Forsyth ,37,067,003315,37067003315,1641,91.5,1481,82.6
Census Tract 34.02, Forsyth ,37,067,003402,37067003402,945,86.3,955,87.2
Census Tract 34.03, Forsyth ,37,067,003403,37067003403,930,90.9,721,70.5
Census Tract 34.04, Forsyth ,37,067,003404,37067003404,1201,88.8,998,73.8
Census Tract 35, Forsyth ,37,067,003500,37067003500,2225,80.0,1807,65.0
Census Tract 36, Forsyth ,37,067,003600,37067003600,2283,94.2,2044,84.3
Census Tract 25, Mecklenburg ,37,119,002500,37119002500,1252,99.8,1131,90.1
Census Tract 26, Mecklenburg ,37,119,002600,37119002600,580,94.8,524,85.6
Census Tract 27.01, Mecklenburg ,37,119,002701,37119002701,1275,98.8,1247,96.6
Census Tract 27.02, Mecklenburg ,37,119,002702,37119002702,2061,97.0,2035,95.8
Census Tract 28, Mecklenburg ,37,119,002800,37119002800,1505,97.7,1516,98.4
Census Tract 29.03, Mecklenburg ,37,119,002903,37119002903,1943,97.6,1881,94.5
Census Tract 29.05, Mecklenburg ,37,119,002905,37119002905,1195,98.2,1188,97.6
Census Tract 29.07, Mecklenburg ,37,119,002907,37119002907,1249,100.0,1195,95.7
Census Tract 29.08, Mecklenburg ,37,119,002908,37119002908,1283,95.4,1266,94.1
Census Tract 29.09, Mecklenburg ,37,119,002909,37119002909,830,97.9,830,97.9
Census Tract 29.10, Mecklenburg ,37,119,002910,37119002910,1512,81.6,1420,76.6
Census Tract 30.06, Mecklenburg ,37,119,003006,37119003006,1910,97.9,1891,97.0
Census Tract 30.08, Mecklenburg ,37,119,003008,37119003008,2613,98.4,2450,92.2
Census Tract 30.12, Mecklenburg ,37,119,003012,37119003012,1756,89.9,1558,79.8
Census Tract 30.13, Mecklenburg ,37,119,003013,37119003013,1876,99.1,1820,96.1
Census Tract 30.15, Mecklenburg ,37,119,003015,37119003015,1909,97.4,1909,97.4
Census Tract 30.16, Mecklenburg ,37,119,003016,37119003016,1750,98.0,1725,96.6
Census Tract 30.17, Mecklenburg ,37,119,003017,37119003017,1554,99.3,1494,95.5
Census Tract 30.18, Mecklenburg ,37,119,003018,37119003018,1137,97.7,1123,96.5
Census Tract 30.19, Mecklenburg ,37,119,003019,37119003019,757,97.7,686,88.5
Census Tract 30.20, Mecklenburg ,37,119,003020,37119003020,1634,97.7,1571,94.0
Census Tract 30.21, Mecklenburg ,37,119,003021,37119003021,1062,98.6,1062,98.6
Census Tract 30.22, Mecklenburg ,37,119,003022,37119003022,1551,93.8,1460,88.3
Census Tract 31.02, Mecklenburg ,37,119,003102,37119003102,1976,88.2,1768,78.9
Census Tract 31.05, Mecklenburg ,37,119,003105,37119003105,1685,97.3,1643,94.9
Census Tract 31.06, Mecklenburg ,37,119,003106,37119003106,1763,97.5,1685,93.1
Census Tract 31.08, Mecklenburg ,37,119,003108,37119003108,1349,94.4,1223,85.6
Census Tract 31.09, Mecklenburg ,37,119,003109,37119003109,1416,93.2,1267,83.4
Census Tract 31.10, Mecklenburg ,37,119,003110,37119003110,917,95.2,917,95.2
Census Tract 31.11, Mecklenburg ,37,119,003111,37119003111,1532,98.0,1525,97.5
Census Tract 32.01, Mecklenburg ,37,119,003201,37119003201,1104,89.4,1037,84.0
Census Tract 32.03, Mecklenburg ,37,119,003203,37119003203,1375,96.9,1289,90.8
Census Tract 32.04, Mecklenburg ,37,119,003204,37119003204,1501,91.5,1461,89.0
Census Tract 33.01, Mecklenburg ,37,119,003301,37119003301,639,95.1,619,92.1
Census Tract 33.02, Mecklenburg ,37,119,003302,37119003302,1090,91.1,1071,89.5
Census Tract 34.01, Mecklenburg ,37,119,003401,37119003401,932,100.0,915,98.2
Census Tract 24, Mecklenburg ,37,119,002400,37119002400,1840,99.5,1819,98.4
Census Tract 34.02, Mecklenburg ,37,119,003402,37119003402,1721,100.0,1684,97.9
Census Tract 35, Mecklenburg ,37,119,003500,37119003500,1582,100.0,1544,97.6
Census Tract 36, Mecklenburg ,37,119,003600,37119003600,1768,95.6,1491,80.6
Census Tract 37.01, Mecklenburg ,37,119,003701,37119003701,1050,93.0,996,88.2
Census Tract 37.02, Mecklenburg ,37,119,003702,37119003702,1003,94.0,849,79.6
Census Tract 38.02, Mecklenburg ,37,119,003802,37119003802,1066,86.0,862,69.5
Census Tract 9601.03, Rutherford ,37,161,960103,37161960103,939,93.4,789,78.5
Census Tract 9602.01, Rutherford ,37,161,960201,37161960201,1591,86.7,1475,80.3
Census Tract 9602.02, Rutherford ,37,161,960202,37161960202,520,98.3,440,83.2
Census Tract 9602.03, Rutherford ,37,161,960203,37161960203,425,85.7,408,82.3
Census Tract 9603.01, Rutherford ,37,161,960301,37161960301,620,97.5,606,95.3
Census Tract 9603.02, Rutherford ,37,161,960302,37161960302,655,93.0,626,88.9
Census Tract 9604, Rutherford ,37,161,960400,37161960400,1287,88.8,1222,84.3
Census Tract 9605.01, Rutherford ,37,161,960501,37161960501,1192,83.8,1119,78.7
Census Tract 9605.02, Rutherford ,37,161,960502,37161960502,1145,87.7,1040,79.6
Census Tract 9605.03, Rutherford ,37,161,960503,37161960503,655,85.8,646,84.7
Census Tract 9606, Rutherford ,37,161,960600,37161960600,1398,79.1,1122,63.5
Census Tract 9607, Rutherford ,37,161,960700,37161960700,1502,85.5,1391,79.2
Census Tract 9608, Rutherford ,37,161,960800,37161960800,1458,83.2,1230,70.2
Census Tract 9609, Rutherford ,37,161,960900,37161960900,1857,85.4,1639,75.4
Census Tract 9610.01, Rutherford ,37,161,961001,37161961001,1043,71.1,1054,71.8
Census Tract 9610.02, Rutherford ,37,161,961002,37161961002,1037,85.0,860,70.5
Census Tract 9611.02, Rutherford ,37,161,961102,37161961102,1039,81.4,844,66.1
Census Tract 9611.03, Rutherford ,37,161,961103,37161961103,939,86.6,761,70.2
Census Tract 9611.04, Rutherford ,37,161,961104,37161961104,1107,84.2,964,73.4
Census Tract 9612, Rutherford ,37,161,961200,37161961200,1602,88.6,1324,73.2
Census Tract 9701.01, Sampson ,37,163,970101,37163970101,635,80.1,478,60.3
Census Tract 9701.02, Sampson ,37,163,970102,37163970102,1342,88.7,1182,78.1
Census Tract 9702.01, Sampson ,37,163,970201,37163970201,543,85.8,448,70.8
Census Tract 9702.02, Sampson ,37,163,970202,37163970202,1803,92.0,1346,68.7
Census Tract 9703.02, Sampson ,37,163,970302,37163970302,1666,93.4,1496,83.9
Census Tract 9703.03, Sampson ,37,163,970303,37163970303,1170,93.2,977,77.8
Census Tract 9703.04, Sampson ,37,163,970304,37163970304,927,77.8,852,71.5
Census Tract 9704.01, Sampson ,37,163,970401,37163970401,663,91.8,544,75.3
